Unnamed: 0,GP,Circuit,PitstopT,Driver,Year,Team
0,1,Australia,32.997,kubica,2019,Williams
1,1,Australia,33.027,ricciardo,2019,Renault
2,1,Australia,23.299,raikkonen,2019,Alfa Romeo
3,1,Australia,21.588,hulkenberg,2019,Renault
4,1,Australia,23.234,perez,2019,Racing Point
5,1,Australia,21.995,vettel,2019,Ferrari
6,1,Australia,22.388,kevin_magnussen,2019,Unknown
7,1,Australia,21.780,albon,2019,Red Bull Racing
8,1,Australia,21.515,hamilton,2019,Mercedes
9,1,Australia,29.981,grosjean,2019,Haas F1 Team
10,1,Australia,21.627,norris,2019,McLaren
11,1,Australia,22.014,bottas,2019,Mercedes
12,1,Australia,21.157,max_verstappen,2019,Unknown
13,1,Australia,22.086,kvyat,2019,AlphaTauri
14,1,Australia,21.689,russell,2019,Williams
15,1,Australia,22.471,stroll,2019,Racing Point
16,1,Australia,27.172,giovinazzi,2019,Alfa Romeo
17,1,Australia,22.306,leclerc,2019,Ferrari
18,1,Australia,22.343,kubica,2019,Williams
19,1,Australia,21.269,gasly,2019,AlphaTauri
20,1,Australia,21.543,russell,2019,Williams
21,2,Bahrain,34.338,stroll,2019,Racing Point
22,2,Bahrain,32.082,grosjean,2019,Haas F1 Team
23,2,Bahrain,45.543,sainz,2019,McLaren
24,2,Bahrain,27.136,perez,2019,Racing Point
25,2,Bahrain,25.647,raikkonen,2019,Alfa Romeo
26,2,Bahrain,27.557,gasly,2019,AlphaTauri
27,2,Bahrain,25.659,albon,2019,Red Bull Racing
28,2,Bahrain,24.175,norris,2019,McLaren
29,2,Bahrain,24.948,kevin_magnussen,2019,Unknown
30,2,Bahrain,24.199,max_verstappen,2019,Unknown
31,2,Bahrain,24.667,kubica,2019,Williams
32,2,Bahrain,24.865,bottas,2019,Mercedes
33,2,Bahrain,25.498,hulkenberg,2019,Renault
34,2,Bahrain,26.508,kvyat,2019,AlphaTauri
35,2,Bahrain,24.633,russell,2019,Williams
36,2,Bahrain,24.518,leclerc,2019,Ferrari
37,2,Bahrain,24.255,hamilton,2019,Mercedes
38,2,Bahrain,24.228,vettel,2019,Ferrari
39,2,Bahrain,27.725,giovinazzi,2019,Alfa Romeo
40,2,Bahrain,26.600,stroll,2019,Racing Point
41,2,Bahrain,25.676,ricciardo,2019,Renault
42,2,Bahrain,25.034,sainz,2019,McLaren
43,2,Bahrain,24.842,albon,2019,Red Bull Racing
44,2,Bahrain,24.912,russell,2019,Williams
45,2,Bahrain,24.313,kubica,2019,Williams
46,2,Bahrain,26.729,max_verstappen,2019,Unknown
47,2,Bahrain,25.253,hulkenberg,2019,Renault
48,2,Bahrain,25.621,raikkonen,2019,Alfa Romeo
49,2,Bahrain,26.798,perez,2019,Racing Point
50,2,Bahrain,24.324,hamilton,2019,Mercedes
51,2,Bahrain,24.717,norris,2019,McLaren
52,2,Bahrain,24.212,vettel,2019,Ferrari
53,2,Bahrain,24.358,leclerc,2019,Ferrari
54,2,Bahrain,24.433,bottas,2019,Mercedes
55,2,Bahrain,34.193,vettel,2019,Ferrari
56,2,Bahrain,30.761,kvyat,2019,AlphaTauri
57,2,Bahrain,25.982,kevin_magnussen,2019,Unknown
58,2,Bahrain,24.484,gasly,2019,AlphaTauri
59,2,Bahrain,24.880,giovinazzi,2019,Alfa Romeo
60,3,China,45.878,sainz,2019,McLaren
61,3,China,50.738,norris,2019,McLaren
62,3,China,17.257,kvyat,2019,AlphaTauri
63,3,China,25.184,giovinazzi,2019,Alfa Romeo
64,3,China,23.261,grosjean,2019,Haas F1 Team
65,3,China,23.964,kevin_magnussen,2019,Unknown
66,3,China,24.107,hulkenberg,2019,Renault
67,3,China,23.223,max_verstappen,2019,Unknown
68,3,China,33.638,norris,2019,McLaren
69,3,China,22.749,vettel,2019,Ferrari
70,3,China,23.506,ricciardo,2019,Renault
71,3,China,22.301,gasly,2019,AlphaTauri
72,3,China,23.215,albon,2019,Red Bull Racing
73,3,China,23.733,perez,2019,Racing Point
74,3,China,23.466,stroll,2019,Racing Point
75,3,China,22.196,bottas,2019,Mercedes
76,3,China,22.644,hamilton,2019,Mercedes
77,3,China,22.921,leclerc,2019,Ferrari
78,3,China,24.332,russell,2019,Williams
79,3,China,23.888,raikkonen,2019,Alfa Romeo
80,3,China,26.050,kvyat,2019,AlphaTauri
81,3,China,32.627,kubica,2019,Williams
82,3,China,25.137,giovinazzi,2019,Alfa Romeo
83,3,China,43.206,kvyat,2019,AlphaTauri
84,3,China,23.383,kevin_magnussen,2019,Unknown
85,3,China,22.365,max_verstappen,2019,Unknown
86,3,China,22.316,vettel,2019,Ferrari
87,3,China,22.524,norris,2019,McLaren
88,3,China,23.520,grosjean,2019,Haas F1 Team
89,3,China,23.597,hamilton,2019,Mercedes
90,3,China,24.083,bottas,2019,Mercedes
91,3,China,22.532,sainz,2019,McLaren
92,3,China,22.722,gasly,2019,AlphaTauri
93,3,China,24.227,leclerc,2019,Ferrari
94,3,China,23.515,stroll,2019,Racing Point
95,3,China,23.965,russell,2019,Williams
96,4,Azerbaijan,21.013,kvyat,2019,AlphaTauri
97,4,Azerbaijan,21.401,raikkonen,2019,Alfa Romeo
98,4,Azerbaijan,20.118,kevin_magnussen,2019,Unknown
99,4,Azerbaijan,20.776,giovinazzi,2019,Alfa Romeo
100,4,Azerbaijan,21.325,hulkenberg,2019,Renault
101,4,Azerbaijan,19.819,norris,2019,McLaren
102,4,Azerbaijan,20.939,perez,2019,Racing Point
103,4,Azerbaijan,23.099,stroll,2019,Racing Point
104,4,Azerbaijan,20.884,ricciardo,2019,Renault
105,4,Azerbaijan,19.981,vettel,2019,Ferrari
106,4,Azerbaijan,20.006,bottas,2019,Mercedes
107,4,Azerbaijan,19.755,sainz,2019,McLaren
108,4,Azerbaijan,20.720,albon,2019,Red Bull Racing
109,4,Azerbaijan,19.993,hamilton,2019,Mercedes
110,4,Azerbaijan,20.973,max_verstappen,2019,Unknown
111,4,Azerbaijan,15.069,kubica,2019,Williams
112,4,Azerbaijan,21.037,kubica,2019,Williams
113,4,Azerbaijan,20.475,russell,2019,Williams
114,4,Azerbaijan,20.382,leclerc,2019,Ferrari
115,4,Azerbaijan,20.870,hulkenberg,2019,Renault
116,4,Azerbaijan,20.906,grosjean,2019,Haas F1 Team
117,4,Azerbaijan,20.751,russell,2019,Williams
118,4,Azerbaijan,22.080,norris,2019,McLaren
119,4,Azerbaijan,20.859,kevin_magnussen,2019,Unknown
120,4,Azerbaijan,20.703,kubica,2019,Williams
121,5,Spain,22.381,giovinazzi,2019,Alfa Romeo
122,5,Spain,23.746,vettel,2019,Ferrari
123,5,Spain,22.417,max_verstappen,2019,Unknown
124,5,Spain,22.049,kvyat,2019,AlphaTauri
125,5,Spain,22.563,gasly,2019,AlphaTauri
126,5,Spain,23.321,stroll,2019,Racing Point
127,5,Spain,22.025,kevin_magnussen,2019,Unknown
128,5,Spain,22.379,ricciardo,2019,Renault
129,5,Spain,21.468,sainz,2019,McLaren
130,5,Spain,22.781,perez,2019,Racing Point
131,5,Spain,23.646,leclerc,2019,Ferrari
132,5,Spain,23.591,albon,2019,Red Bull Racing
133,5,Spain,22.034,bottas,2019,Mercedes
134,5,Spain,22.379,grosjean,2019,Haas F1 Team
135,5,Spain,21.579,norris,2019,McLaren
136,5,Spain,22.265,hamilton,2019,Mercedes
137,5,Spain,22.342,raikkonen,2019,Alfa Romeo
138,5,Spain,21.954,kubica,2019,Williams
139,5,Spain,22.442,russell,2019,Williams
140,5,Spain,22.193,hulkenberg,2019,Renault
141,5,Spain,21.643,vettel,2019,Ferrari
142,5,Spain,23.507,giovinazzi,2019,Alfa Romeo
143,5,Spain,22.540,max_verstappen,2019,Unknown
144,5,Spain,22.018,bottas,2019,Mercedes
145,5,Spain,33.821,kvyat,2019,AlphaTauri
146,5,Spain,22.992,kevin_magnussen,2019,Unknown
147,5,Spain,37.345,albon,2019,Red Bull Racing
148,5,Spain,22.511,hamilton,2019,Mercedes
149,5,Spain,22.702,ricciardo,2019,Renault
150,5,Spain,22.896,perez,2019,Racing Point
151,5,Spain,21.846,russell,2019,Williams
152,5,Spain,21.638,leclerc,2019,Ferrari
153,5,Spain,22.549,raikkonen,2019,Alfa Romeo
154,5,Spain,22.142,kubica,2019,Williams
155,5,Spain,22.095,gasly,2019,AlphaTauri
156,5,Spain,22.732,grosjean,2019,Haas F1 Team
157,6,Monaco,25.532,hulkenberg,2019,Renault
158,6,Monaco,25.964,leclerc,2019,Ferrari
159,6,Monaco,26.165,russell,2019,Williams
160,6,Monaco,24.266,hamilton,2019,Mercedes
161,6,Monaco,25.030,bottas,2019,Mercedes
162,6,Monaco,24.011,max_verstappen,2019,Unknown
163,6,Monaco,24.483,vettel,2019,Ferrari
164,6,Monaco,24.269,ricciardo,2019,Renault
165,6,Monaco,25.419,kevin_magnussen,2019,Unknown
166,6,Monaco,28.463,perez,2019,Racing Point
167,6,Monaco,24.776,bottas,2019,Mercedes
168,6,Monaco,25.705,leclerc,2019,Ferrari
169,6,Monaco,23.946,kubica,2019,Williams
170,6,Monaco,24.161,gasly,2019,AlphaTauri
171,6,Monaco,23.795,sainz,2019,McLaren
172,6,Monaco,24.023,kvyat,2019,AlphaTauri
173,6,Monaco,24.591,stroll,2019,Racing Point
174,6,Monaco,25.062,albon,2019,Red Bull Racing
175,6,Monaco,35.651,giovinazzi,2019,Alfa Romeo
176,6,Monaco,26.299,raikkonen,2019,Alfa Romeo
177,6,Monaco,25.026,norris,2019,McLaren
178,6,Monaco,24.219,grosjean,2019,Haas F1 Team
179,7,Canada,37.950,albon,2019,Red Bull Racing
180,7,Canada,24.727,sainz,2019,McLaren
181,7,Canada,25.342,raikkonen,2019,Alfa Romeo
182,7,Canada,23.485,gasly,2019,AlphaTauri
183,7,Canada,23.927,ricciardo,2019,Renault
184,7,Canada,25.210,kubica,2019,Williams
185,7,Canada,23.686,russell,2019,Williams
186,7,Canada,24.076,perez,2019,Racing Point
187,7,Canada,23.825,kvyat,2019,AlphaTauri
188,7,Canada,24.030,hulkenberg,2019,Renault
189,7,Canada,23.782,vettel,2019,Ferrari
190,7,Canada,23.662,hamilton,2019,Mercedes
191,7,Canada,23.994,bottas,2019,Mercedes
192,7,Canada,23.732,leclerc,2019,Ferrari
193,7,Canada,23.884,giovinazzi,2019,Alfa Romeo
194,7,Canada,24.071,grosjean,2019,Haas F1 Team
195,7,Canada,23.119,kubica,2019,Williams
196,7,Canada,24.381,kevin_magnussen,2019,Unknown
197,7,Canada,23.727,stroll,2019,Racing Point
198,7,Canada,23.426,max_verstappen,2019,Unknown
199,7,Canada,24.666,raikkonen,2019,Alfa Romeo
200,8,France,30.842,giovinazzi,2019,Alfa Romeo
201,8,France,31.031,ricciardo,2019,Renault
202,8,France,30.832,kevin_magnussen,2019,Unknown
203,8,France,30.228,gasly,2019,AlphaTauri
204,8,France,30.576,norris,2019,McLaren
205,8,France,37.286,perez,2019,Racing Point
206,8,France,29.920,sainz,2019,McLaren
207,8,France,30.118,max_verstappen,2019,Unknown
208,8,France,30.203,leclerc,2019,Ferrari
209,8,France,30.412,bottas,2019,Mercedes
210,8,France,30.186,hamilton,2019,Mercedes
211,8,France,29.792,kubica,2019,Williams
212,8,France,30.044,vettel,2019,Ferrari
213,8,France,30.279,albon,2019,Red Bull Racing
214,8,France,31.950,russell,2019,Williams
215,8,France,29.975,raikkonen,2019,Alfa Romeo
216,8,France,30.837,grosjean,2019,Haas F1 Team
217,8,France,30.233,kvyat,2019,AlphaTauri
218,8,France,37.494,russell,2019,Williams
219,8,France,30.884,hulkenberg,2019,Renault
220,8,France,31.697,giovinazzi,2019,Alfa Romeo
221,8,France,30.849,stroll,2019,Racing Point
222,9,Austria,23.243,kevin_magnussen,2019,Unknown
223,9,Austria,16.224,kevin_magnussen,2019,Unknown
224,9,Austria,21.525,kubica,2019,Williams
225,9,Austria,22.552,bottas,2019,Mercedes
226,9,Austria,25.236,vettel,2019,Ferrari
227,9,Austria,21.878,leclerc,2019,Ferrari
228,9,Austria,21.709,raikkonen,2019,Alfa Romeo
229,9,Austria,21.672,giovinazzi,2019,Alfa Romeo
230,9,Austria,21.547,norris,2019,McLaren
231,9,Austria,22.239,gasly,2019,AlphaTauri
232,9,Austria,21.982,stroll,2019,Racing Point
233,9,Austria,21.985,hulkenberg,2019,Renault
234,9,Austria,22.772,russell,2019,Williams
235,9,Austria,22.330,perez,2019,Racing Point
236,9,Austria,30.067,hamilton,2019,Mercedes
237,9,Austria,21.110,max_verstappen,2019,Unknown
238,9,Austria,25.091,kvyat,2019,AlphaTauri
239,9,Austria,22.265,grosjean,2019,Haas F1 Team
240,9,Austria,21.225,albon,2019,Red Bull Racing
241,9,Austria,21.266,sainz,2019,McLaren
242,9,Austria,22.305,ricciardo,2019,Renault
243,9,Austria,22.251,vettel,2019,Ferrari
244,10,Great Britain,33.562,grosjean,2019,Haas F1 Team
245,10,Great Britain,32.767,kevin_magnussen,2019,Unknown
246,10,Great Britain,27.905,gasly,2019,AlphaTauri
247,10,Great Britain,28.416,ricciardo,2019,Renault
248,10,Great Britain,29.377,kvyat,2019,AlphaTauri
249,10,Great Britain,28.558,leclerc,2019,Ferrari
250,10,Great Britain,27.827,max_verstappen,2019,Unknown
251,10,Great Britain,28.275,norris,2019,McLaren
252,10,Great Britain,28.954,albon,2019,Red Bull Racing
253,10,Great Britain,28.926,hulkenberg,2019,Renault
254,10,Great Britain,30.400,stroll,2019,Racing Point
255,10,Great Britain,28.493,bottas,2019,Mercedes
256,10,Great Britain,28.364,raikkonen,2019,Alfa Romeo
257,10,Great Britain,30.264,perez,2019,Racing Point
258,10,Great Britain,28.905,hamilton,2019,Mercedes
259,10,Great Britain,28.021,vettel,2019,Ferrari
260,10,Great Britain,27.950,max_verstappen,2019,Unknown
261,10,Great Britain,27.980,sainz,2019,McLaren
262,10,Great Britain,28.381,ricciardo,2019,Renault
263,10,Great Britain,28.694,kubica,2019,Williams
264,10,Great Britain,28.348,leclerc,2019,Ferrari
265,10,Great Britain,28.811,kvyat,2019,AlphaTauri
266,10,Great Britain,30.245,russell,2019,Williams
267,10,Great Britain,38.032,perez,2019,Racing Point
268,10,Great Britain,27.919,norris,2019,McLaren
269,10,Great Britain,38.468,vettel,2019,Ferrari
270,10,Great Britain,29.074,stroll,2019,Racing Point
271,10,Great Britain,28.177,bottas,2019,Mercedes
272,11,Germany,20.094,vettel,2019,Ferrari
273,11,Germany,20.576,albon,2019,Red Bull Racing
274,11,Germany,20.203,hamilton,2019,Mercedes
275,11,Germany,22.243,bottas,2019,Mercedes
276,11,Germany,22.358,max_verstappen,2019,Unknown
277,11,Germany,27.256,raikkonen,2019,Alfa Romeo
278,11,Germany,22.132,hulkenberg,2019,Renault
279,11,Germany,20.361,leclerc,2019,Ferrari
280,11,Germany,27.232,grosjean,2019,Haas F1 Team
281,11,Germany,29.667,gasly,2019,AlphaTauri
282,11,Germany,23.363,sainz,2019,McLaren
283,11,Germany,22.509,giovinazzi,2019,Alfa Romeo
284,11,Germany,21.224,ricciardo,2019,Renault
285,11,Germany,23.090,kvyat,2019,AlphaTauri
286,11,Germany,21.402,norris,2019,McLaren
287,11,Germany,22.696,stroll,2019,Racing Point
288,11,Germany,20.718,russell,2019,Williams
289,11,Germany,23.801,kubica,2019,Williams
290,11,Germany,21.106,kevin_magnussen,2019,Unknown
291,11,Germany,22.102,leclerc,2019,Ferrari
292,11,Germany,20.118,hulkenberg,2019,Renault
293,11,Germany,21.179,kevin_magnussen,2019,Unknown
294,11,Germany,20.768,vettel,2019,Ferrari
295,11,Germany,20.436,kubica,2019,Williams
296,11,Germany,19.640,max_verstappen,2019,Unknown
297,11,Germany,19.287,russell,2019,Williams
298,11,Germany,21.488,kvyat,2019,AlphaTauri
299,11,Germany,20.242,norris,2019,McLaren
300,11,Germany,21.260,stroll,2019,Racing Point
301,11,Germany,20.498,bottas,2019,Mercedes
302,11,Germany,22.307,raikkonen,2019,Alfa Romeo
303,11,Germany,20.879,giovinazzi,2019,Alfa Romeo
304,11,Germany,19.875,gasly,2019,AlphaTauri
305,11,Germany,21.625,grosjean,2019,Haas F1 Team
306,11,Germany,20.317,leclerc,2019,Ferrari
307,11,Germany,21.501,albon,2019,Red Bull Racing
308,11,Germany,19.964,sainz,2019,McLaren
309,11,Germany,22.947,hamilton,2019,Mercedes
310,11,Germany,21.732,albon,2019,Red Bull Racing
311,11,Germany,21.142,raikkonen,2019,Alfa Romeo
312,11,Germany,22.058,vettel,2019,Ferrari
313,11,Germany,20.552,gasly,2019,AlphaTauri
314,11,Germany,20.096,giovinazzi,2019,Alfa Romeo
315,11,Germany,24.310,kvyat,2019,AlphaTauri
316,11,Germany,22.421,grosjean,2019,Haas F1 Team
317,11,Germany,1:09.022,hamilton,2019,Mercedes
318,11,Germany,21.472,max_verstappen,2019,Unknown
319,11,Germany,20.624,hulkenberg,2019,Renault
320,11,Germany,21.962,stroll,2019,Racing Point
321,11,Germany,21.359,kevin_magnussen,2019,Unknown
322,11,Germany,21.142,bottas,2019,Mercedes
323,11,Germany,19.626,kubica,2019,Williams
324,11,Germany,19.327,max_verstappen,2019,Unknown
325,11,Germany,21.256,vettel,2019,Ferrari
326,11,Germany,20.622,grosjean,2019,Haas F1 Team
327,11,Germany,20.472,stroll,2019,Racing Point
328,11,Germany,19.345,russell,2019,Williams
329,11,Germany,20.380,kevin_magnussen,2019,Unknown
330,11,Germany,20.152,stroll,2019,Racing Point
331,11,Germany,20.671,kvyat,2019,AlphaTauri
332,11,Germany,20.285,kevin_magnussen,2019,Unknown
333,11,Germany,19.062,max_verstappen,2019,Unknown
334,11,Germany,21.009,bottas,2019,Mercedes
335,11,Germany,20.711,sainz,2019,McLaren
336,11,Germany,20.012,gasly,2019,AlphaTauri
337,11,Germany,19.931,albon,2019,Red Bull Racing
338,11,Germany,21.423,grosjean,2019,Haas F1 Team
339,11,Germany,20.370,kubica,2019,Williams
340,11,Germany,27.069,hamilton,2019,Mercedes
341,11,Germany,20.930,raikkonen,2019,Alfa Romeo
342,11,Germany,19.586,vettel,2019,Ferrari
343,11,Germany,28.093,giovinazzi,2019,Alfa Romeo
344,11,Germany,21.634,russell,2019,Williams
345,11,Germany,20.015,hamilton,2019,Mercedes
346,11,Germany,19.610,hamilton,2019,Mercedes
347,11,Germany,20.700,kevin_magnussen,2019,Unknown
348,11,Germany,19.825,kubica,2019,Williams
349,12,Hungary,33.328,bottas,2019,Mercedes
350,12,Hungary,23.218,giovinazzi,2019,Alfa Romeo
351,12,Hungary,21.333,russell,2019,Williams
352,12,Hungary,22.085,stroll,2019,Racing Point
353,12,Hungary,21.901,perez,2019,Racing Point
354,12,Hungary,21.754,kubica,2019,Williams
355,12,Hungary,22.035,grosjean,2019,Haas F1 Team
356,12,Hungary,23.002,kvyat,2019,AlphaTauri
357,12,Hungary,21.705,max_verstappen,2019,Unknown
358,12,Hungary,21.575,leclerc,2019,Ferrari
359,12,Hungary,26.066,norris,2019,McLaren
360,12,Hungary,22.104,gasly,2019,AlphaTauri
361,12,Hungary,23.676,albon,2019,Red Bull Racing
362,12,Hungary,21.832,sainz,2019,McLaren
363,12,Hungary,22.205,raikkonen,2019,Alfa Romeo
364,12,Hungary,22.880,hamilton,2019,Mercedes
365,12,Hungary,21.734,hulkenberg,2019,Renault
366,12,Hungary,21.618,kevin_magnussen,2019,Unknown
367,12,Hungary,24.819,vettel,2019,Ferrari
368,12,Hungary,21.744,bottas,2019,Mercedes
369,12,Hungary,22.498,ricciardo,2019,Renault
370,12,Hungary,21.390,hamilton,2019,Mercedes
371,12,Hungary,21.563,stroll,2019,Racing Point
372,13,Belgium,27.620,ricciardo,2019,Renault
373,13,Belgium,39.046,raikkonen,2019,Alfa Romeo
374,13,Belgium,59.291,sainz,2019,McLaren
375,13,Belgium,25.005,raikkonen,2019,Alfa Romeo
376,13,Belgium,23.475,hulkenberg,2019,Renault
377,13,Belgium,22.772,gasly,2019,AlphaTauri
378,13,Belgium,22.774,stroll,2019,Racing Point
379,13,Belgium,22.863,vettel,2019,Ferrari
380,13,Belgium,23.133,perez,2019,Racing Point
381,13,Belgium,22.912,grosjean,2019,Haas F1 Team
382,13,Belgium,23.182,norris,2019,McLaren
383,13,Belgium,22.449,leclerc,2019,Ferrari
384,13,Belgium,23.497,hamilton,2019,Mercedes
385,13,Belgium,22.579,bottas,2019,Mercedes
386,13,Belgium,22.506,albon,2019,Red Bull Racing
387,13,Belgium,22.834,kvyat,2019,AlphaTauri
388,13,Belgium,22.584,kevin_magnussen,2019,Unknown
389,13,Belgium,23.044,giovinazzi,2019,Alfa Romeo
390,13,Belgium,25.250,stroll,2019,Racing Point
391,13,Belgium,22.442,russell,2019,Williams
392,13,Belgium,23.000,hulkenberg,2019,Renault
393,13,Belgium,26.891,raikkonen,2019,Alfa Romeo
394,13,Belgium,24.247,kubica,2019,Williams
395,14,Monza,31.211,max_verstappen,2019,Unknown
396,14,Monza,32.443,vettel,2019,Ferrari
397,14,Monza,26.481,grosjean,2019,Haas F1 Team
398,14,Monza,31.851,vettel,2019,Ferrari
399,14,Monza,18.838,stroll,2019,Racing Point
400,14,Monza,23.912,hamilton,2019,Mercedes
401,14,Monza,32.393,raikkonen,2019,Alfa Romeo
402,14,Monza,23.833,leclerc,2019,Ferrari
403,14,Monza,24.400,kevin_magnussen,2019,Unknown
404,14,Monza,25.698,giovinazzi,2019,Alfa Romeo
405,14,Monza,24.419,stroll,2019,Racing Point
406,14,Monza,24.311,norris,2019,McLaren
407,14,Monza,24.198,russell,2019,Williams
408,14,Monza,29.830,albon,2019,Red Bull Racing
409,14,Monza,23.700,bottas,2019,Mercedes
410,14,Monza,24.568,raikkonen,2019,Alfa Romeo
411,14,Monza,27.010,sainz,2019,McLaren
412,14,Monza,24.303,max_verstappen,2019,Unknown
413,14,Monza,24.479,kvyat,2019,AlphaTauri
414,14,Monza,25.340,perez,2019,Racing Point
415,14,Monza,24.363,gasly,2019,AlphaTauri
416,14,Monza,24.092,hulkenberg,2019,Renault
417,14,Monza,31.842,kubica,2019,Williams
418,14,Monza,24.320,ricciardo,2019,Renault
419,14,Monza,25.121,grosjean,2019,Haas F1 Team
420,14,Monza,24.978,kevin_magnussen,2019,Unknown
421,14,Monza,24.376,vettel,2019,Ferrari
422,14,Monza,23.860,kubica,2019,Williams
423,15,Singapore,29.563,hulkenberg,2019,Renault
424,15,Singapore,38.752,russell,2019,Williams
425,15,Singapore,28.799,kvyat,2019,AlphaTauri
426,15,Singapore,29.082,perez,2019,Racing Point
427,15,Singapore,29.992,raikkonen,2019,Alfa Romeo
428,15,Singapore,29.403,kevin_magnussen,2019,Unknown
429,15,Singapore,29.384,vettel,2019,Ferrari
430,15,Singapore,28.846,max_verstappen,2019,Unknown
431,15,Singapore,29.168,leclerc,2019,Ferrari
432,15,Singapore,28.606,albon,2019,Red Bull Racing
433,15,Singapore,30.397,norris,2019,McLaren
434,15,Singapore,29.033,kubica,2019,Williams
435,15,Singapore,29.234,bottas,2019,Mercedes
436,15,Singapore,29.456,grosjean,2019,Haas F1 Team
437,15,Singapore,28.930,hamilton,2019,Mercedes
438,15,Singapore,29.482,stroll,2019,Racing Point
439,15,Singapore,32.482,gasly,2019,AlphaTauri
440,15,Singapore,29.070,giovinazzi,2019,Alfa Romeo
441,15,Singapore,30.756,ricciardo,2019,Renault
442,15,Singapore,43.576,grosjean,2019,Haas F1 Team
443,15,Singapore,29.152,hulkenberg,2019,Renault
444,15,Singapore,34.711,kvyat,2019,AlphaTauri
445,15,Singapore,30.623,sainz,2019,McLaren
446,15,Singapore,28.960,giovinazzi,2019,Alfa Romeo
447,15,Singapore,39.188,stroll,2019,Racing Point
448,15,Singapore,30.321,kubica,2019,Williams
449,15,Singapore,29.460,stroll,2019,Racing Point
450,16,Russia,30.587,kubica,2019,Williams
451,16,Russia,36.031,ricciardo,2019,Renault
452,16,Russia,38.193,giovinazzi,2019,Alfa Romeo
453,16,Russia,30.177,kubica,2019,Williams
454,16,Russia,25.038,raikkonen,2019,Alfa Romeo
455,16,Russia,34.264,hulkenberg,2019,Renault
456,16,Russia,29.290,norris,2019,McLaren
457,16,Russia,30.103,sainz,2019,McLaren
458,16,Russia,29.548,leclerc,2019,Ferrari
459,16,Russia,30.271,perez,2019,Racing Point
460,16,Russia,29.860,vettel,2019,Ferrari
461,16,Russia,29.935,gasly,2019,AlphaTauri
462,16,Russia,30.509,kevin_magnussen,2019,Unknown
463,16,Russia,30.168,stroll,2019,Racing Point
464,16,Russia,30.753,kvyat,2019,AlphaTauri
465,16,Russia,29.857,russell,2019,Williams
466,16,Russia,30.227,giovinazzi,2019,Alfa Romeo
467,16,Russia,36.512,raikkonen,2019,Alfa Romeo
468,16,Russia,29.751,hamilton,2019,Mercedes
469,16,Russia,29.436,bottas,2019,Mercedes
470,16,Russia,29.978,max_verstappen,2019,Unknown
471,16,Russia,29.854,albon,2019,Red Bull Racing
472,16,Russia,29.786,hulkenberg,2019,Renault
473,16,Russia,29.571,kvyat,2019,AlphaTauri
474,17,Japan,30.502,leclerc,2019,Ferrari
475,17,Japan,25.347,norris,2019,McLaren
476,17,Japan,23.354,albon,2019,Red Bull Racing
477,17,Japan,24.468,raikkonen,2019,Alfa Romeo
478,17,Japan,24.032,vettel,2019,Ferrari
479,17,Japan,23.478,grosjean,2019,Haas F1 Team
480,17,Japan,23.000,bottas,2019,Mercedes
481,17,Japan,24.156,kevin_magnussen,2019,Unknown
482,17,Japan,23.180,gasly,2019,AlphaTauri
483,17,Japan,23.292,stroll,2019,Racing Point
484,17,Japan,23.351,giovinazzi,2019,Alfa Romeo
485,17,Japan,24.132,hulkenberg,2019,Renault
486,17,Japan,22.880,perez,2019,Racing Point
487,17,Japan,23.582,hamilton,2019,Mercedes
488,17,Japan,26.734,kubica,2019,Williams
489,17,Japan,23.580,leclerc,2019,Ferrari
490,17,Japan,23.949,norris,2019,McLaren
491,17,Japan,23.792,russell,2019,Williams
492,17,Japan,23.476,sainz,2019,McLaren
493,17,Japan,23.293,kvyat,2019,AlphaTauri
494,17,Japan,23.292,ricciardo,2019,Renault
495,17,Japan,23.213,vettel,2019,Ferrari
496,17,Japan,23.301,albon,2019,Red Bull Racing
497,17,Japan,22.970,kubica,2019,Williams
498,17,Japan,23.157,bottas,2019,Mercedes
499,17,Japan,23.164,raikkonen,2019,Alfa Romeo
500,17,Japan,23.301,perez,2019,Racing Point
501,17,Japan,23.591,hamilton,2019,Mercedes
502,17,Japan,23.280,leclerc,2019,Ferrari
